Arrest Key,Relates Incident Number,Day of the Week,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Arrest Type,Weapon Code,Street Number,Street Name,City,Location
49358,18008795,Sun,09/30/2018 12:00:00 AM,1616,26,Male,Black,,On View,None,2700,RIDGE AV,EVANSTON,"(42.06747071840131, -87.6829566385919)"
49360,18005553,Tue,10/09/2018 12:00:00 AM,1008,29,Male,Black,,Taken into Custody,None,,5600 OLD ORCHARD RD,SKOKIE,
49364,18008465,Fri,09/21/2018 12:00:00 AM,1,42,Male,Black,,On View,None,1800,FOSTER ST,EVANSTON,"(42.053839504465664, -87.6981035366024)"
49367,18009175,Thu,10/11/2018 12:00:00 AM,2213,71,Female,White,,Taken into Custody,None,400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
49370,18009277,Sun,10/14/2018 12:00:00 AM,2138,43,Male,Asian,,Taken into Custody,None,400,ASBURY AV,EVANSTON,"(42.02585323613883, -87.69008895718044)"
49374,18008950,Sun,10/14/2018 12:00:00 AM,1225,38,Male,Black,Not Hispanic,Taken into Custody,None,1400,FLORENCE AV,EVANSTON,"(42.0438191565219, -87.69510723211036)"
49375,18009272,Sun,10/14/2018 12:00:00 AM,1920,56,Female,White,Not Hispanic,Taken into Custody,None,100,RIDGE AV,EVANSTON,"(42.020371528436314, -87.68474597263067)"
49376,18009285,Mon,10/15/2018 12:00:00 AM,901,26,Female,Black,,On View,None,1000,OAKTON ST,EVANSTON,"(42.02669984487746, -87.6862621224658)"
49377,18007773,Mon,10/15/2018 12:00:00 AM,1307,38,Male,Black,Not Hispanic,Taken into Custody,None,1400,FLORENCE AV,EVANSTON,"(42.0438191565219, -87.69510723211036)"
49378,18008950,Mon,10/15/2018 12:00:00 AM,1342,38,Male,Black,Not Hispanic,Warrant,None,1400,FLORENCE AV,EVANSTON,"(42.0438191565219, -87.69510723211036)"
49379,18005864,Mon,10/15/2018 12:00:00 AM,1837,20,Male,Black,Not Hispanic,Taken into Custody,None,200,HARTREY AV,EVANSTON,"(42.02170271033145, -87.70425212304444)"
49380,18004834,Tue,10/16/2018 12:00:00 AM,1600,20,Male,Black,,Taken into Custody,None,1100,DARROW AV,EVANSTON,"(42.03843037754834, -87.69763529613046)"
49381,18009348,Tue,10/16/2018 12:00:00 AM,1700,23,Male,Black,,Taken into Custody,None,800,RIDGE AV/WASHINGTON ST,EVANSTON,"(42.0330979802221, -87.6865565404558)"
49383,18009031,Fri,10/12/2018 12:00:00 AM,1415,51,Male,Black,Not Hispanic,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49384,18008863,Wed,10/17/2018 12:00:00 AM,1509,44,Male,White,,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49385,18008859,Wed,10/17/2018 12:00:00 AM,1515,44,Male,White,,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49386,18004834,Wed,10/17/2018 12:00:00 AM,1010,20,Male,Black,Not Hispanic,Taken into Custody,None,5600,OLD ORCHARD RD,SKOKIE,
49388,18009374,Wed,10/17/2018 12:00:00 AM,1115,60,Male,White,,Taken into Custody,None,7600,N. RIDGE AV,CHICAGOI,
49389,18009387,Wed,10/17/2018 12:00:00 AM,1630,27,Male,Black,,Taken into Custody,None,1900,GREEN BAY RD,EVANSTON,"(42.0530940049027, -87.68957036365988)"
49390,18009388,Wed,10/17/2018 12:00:00 AM,1758,27,Male,Black,,Taken into Custody,None,1900,GREEN BAY RD,EVANSTON,"(42.0530940049027, -87.68957036365988)"
49391,18004901,Thu,10/18/2018 12:00:00 AM,1741,36,Male,White,,Taken into Custody,Pistol Semi-Auto,2800,W. LUNT AVENUE,CHICAGO,
49392,18009421,Thu,10/18/2018 12:00:00 AM,1841,61,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),2400,MAIN ST,EVANSTON,"(42.033695899617555, -87.70787166189695)"
49394,18007537,Fri,10/19/2018 12:00:00 AM,1541,34,Male,Black,,Taken into Custody,,2800,W LUNT,CHICAGO,
49395,18009120,Fri,10/19/2018 12:00:00 AM,1218,30,Female,Black,,On View,None,2400,LAKE ST,EVANSTON,"(42.044059296682015, -87.70759487157017)"
49396,18008786,Sat,10/20/2018 12:00:00 AM,1805,20,Male,White,Not Hispanic,Taken into Custody,None,1600,SHERMAN AV,EVANSTON,"(42.04762534077941, -87.68184688231727)"
49397,18009331,Fri,10/19/2018 12:00:00 AM,934,34,Male,Black,Not Hispanic,Taken into Custody,Blunt Objects,1900,GREENWOOD ST,EVANSTON,"(42.04272098722336, -87.69987815045803)"
49398,18009371,Wed,10/17/2018 12:00:00 AM,1834,50,Female,White,Not Hispanic,,None,1000,HOWARD ST,EVANSTON,"(42.01950824721509, -87.68645463516181)"
49399,18009390,Wed,10/17/2018 12:00:00 AM,1936,23,Female,Black,,,None,500,DODGE AV,EVANSTON,"(42.0275158555584, -87.69943635426894)"
49400,18009403,Thu,10/18/2018 12:00:00 AM,802,33,Female,Black,,On View,,1800,OAKTON ST,EVANSTON,"(42.02661419433206, -87.69867900185767)"
49401,18009471,Fri,10/19/2018 12:00:00 AM,2045,35,Male,Black,,Taken into Custody,None,1100,CLEVELAND ST,EVANSTON,"(42.02992147624319, -87.68769563213186)"
49402,18009505,Sun,10/21/2018 12:00:00 AM,334,23,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),1900,DARROW AV,EVANSTON,"(42.052982334727446, -87.69734651386223)"
49403,18009538,Mon,10/22/2018 12:00:00 AM,45,38,Male,White,,On View,None,800,DAVIS ST,EVANSTON,"(42.04696657437724, -87.68263203697478)"
49404,18009440,Fri,10/19/2018 12:00:00 AM,1000,26,Male,White,,Taken into Custody,,600,PITNER AV,EVANSTON,"(42.02970321873427, -87.70567123224407)"
49405,18009492,Sat,10/20/2018 12:00:00 AM,1639,34,Male,Black,,Taken into Custody,Other,1400,BROWN AV,EVANSTON,"(42.04343544737339, -87.7006397520599)"
49406,18009519,Sun,10/21/2018 12:00:00 AM,1629,14,Male,Black,,Taken into Custody,None,700,REBA PL/CUSTER AV,EVANSTON,"(42.02982310193781, -87.68129193742264)"
49407,18009557,Mon,10/22/2018 12:00:00 AM,1958,62,Female,White,,Taken into Custody,,1200,DEMPSTER ST/RIDGE AV,EVANSTON,"(42.041279956339764, -87.68930691823485)"
49408,18009545,Mon,10/22/2018 12:00:00 AM,1053,36,Male,White,,Taken into Custody,None,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49409,18009581,Tue,10/23/2018 12:00:00 AM,650,56,Male,Black,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),1300,PITNER AV,EVANSTON,"(42.04182620400001, -87.70533903481568)"
49410,18008906,Mon,10/22/2018 12:00:00 AM,2040,27,Male,Black,,Taken into Custody,None,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49411,18009297,Tue,10/23/2018 12:00:00 AM,1556,27,Male,Black,,Taken into Custody,None,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49412,18009308,Mon,10/22/2018 12:00:00 AM,2031,27,Male,Black,,Taken into Custody,,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49413,18009203,Mon,10/22/2018 12:00:00 AM,2031,27,Male,White,,Taken into Custody,None,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49414,18009556,Mon,10/22/2018 12:00:00 AM,2031,27,Male,Black,,Taken into Custody,,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
49415,18009612,Wed,10/24/2018 12:00:00 AM,222,27,Male,White,,Taken into Custody,None,1600,BENSON AV,EVANSTON,"(42.0477502296909, -87.68341426171074)"
49416,18009589,Tue,10/23/2018 12:00:00 AM,1203,20,Male,White,,On View,,1100,CHICAGO AV,EVANSTON,"(42.03841094441211, -87.68025391495762)"
49417,18009605,Tue,10/23/2018 12:00:00 AM,1727,21,Male,Black,,On View,None,1300,SIMPSON ST,EVANSTON,"(42.05579111570313, -87.69020032550897)"
49418,18009593,Tue,10/23/2018 12:00:00 AM,1417,31,Female,Black,Not Hispanic,,None,2100,W HOWARD AV,CHICAGO,"(42.01925234323605, -87.70312549977172)"
49419,18008862,Tue,10/02/2018 12:00:00 AM,2127,36,Male,White,,Warrant,None,1100,CHICAGO AV,EVANSTON,"(42.03841094441211, -87.68025391495762)"
49420,18009640,Wed,10/24/2018 12:00:00 AM,2220,62,Female,Black,,Taken into Custody,None,1500,DEMPSTER ST,EVANSTON,"(42.041218343689735, -87.69370322409057)"
49421,18009249,Sat,10/13/2018 12:00:00 AM,2050,26,Male,Black,Not Hispanic,Taken into Custody,None,100,CHICAGO AV,EVANSTON,"(42.0202707903477, -87.67653060029382)"
49422,18009661,Thu,10/25/2018 12:00:00 AM,1817,37,Female,Black,,,None,2600,MAIN ST,EVANSTON,
49424,18009160,Thu,10/25/2018 12:00:00 AM,1014,16,Male,Black,Not Hispanic,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49425,18008329,Fri,10/26/2018 12:00:00 AM,2045,57,Male,Black,Not Hispanic,Taken into Custody,,1200,CHICAGO AV,EVANSTON,"(42.040224256269894, -87.68053254291043)"
49426,18008861,Tue,10/02/2018 12:00:00 AM,2103,36,Male,White,,Warrant,None,1100,CHICAGO AV,EVANSTON,"(42.03841094441211, -87.68025391495762)"
49427,18009365,Wed,10/24/2018 12:00:00 AM,1525,35,Male,Black,,Taken into Custody,Blunt Objects,1200,FOWLER AV,EVANSTON,"(42.040079926391996, -87.70693245297932)"
49428,18009564,Mon,10/22/2018 12:00:00 AM,1725,41,Male,White,,Taken into Custody,,1000,HOWARD ST,EVANSTON,"(42.01950824721509, -87.68645463516181)"
49429,18009659,Thu,10/25/2018 12:00:00 AM,1510,53,Female,White,,,None,1700,MAPLE AV,EVANSTON,"(42.049245869685386, -87.68479294319997)"
49430,18009687,Sat,10/27/2018 12:00:00 AM,40,66,Female,White,,On View,None,1000,NOYES ST,EVANSTON,"(42.058471005375004, -87.68522721839201)"
49431,18009742,Sun,10/28/2018 12:00:00 AM,2017,25,Male,Black,,Taken into Custody,None,3500,ARCADIA ST,SKOKIE,
49432,18009741,Sun,10/28/2018 12:00:00 AM,2017,25,Male,Black,,Taken into Custody,None,3500,ARCADIA ST,SKOKIE,
49433,18009788,Mon,10/29/2018 12:00:00 AM,2155,31,Female,White,,On View,Blunt Objects,1900,BROWN AV,EVANSTON,"(42.052924098541794, -87.70044544081519)"
49434,18004796,Tue,10/30/2018 12:00:00 AM,1955,25,Male,Black,,Taken into Custody,None,10000,HOLLY LANE,DES PLAINES,
49435,18009436,Tue,10/30/2018 12:00:00 AM,2220,26,Male,Black,,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49436,18009747,Mon,10/29/2018 12:00:00 AM,226,16,Male,White,,On View,None,700,OAKTON ST/CUSTER AV,EVANSTON,"(42.02657879970738, -87.68135556655409)"
49437,18009747,Mon,10/29/2018 12:00:00 AM,239,16,Male,Black,,On View,None,700,OAKTON ST/CUSTER AV,EVANSTON,"(42.02657879970738, -87.68135556655409)"
49438,18009757,Mon,10/29/2018 12:00:00 AM,1004,27,Male,White,,Warrant,None,1000,CHURCH ST,EVANSTON,"(42.04849683927903, -87.68581028225506)"
49439,18009187,Wed,10/31/2018 12:00:00 AM,930,24,Male,White,Not Hispanic,Taken into Custody,Handgun,1700,EMERSON ST,EVANSTON,"(42.052123169024874, -87.69658308314946)"
49440,18009692,Wed,10/31/2018 12:00:00 AM,800,20,Female,Black,,Taken into Custody,Motor Vehicle,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49441,18009847,Wed,10/31/2018 12:00:00 AM,2013,24,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),2300,EMERSON ST,EVANSTON,"(42.05197366619142, -87.70573586402823)"
49442,18009850,Wed,10/31/2018 12:00:00 AM,2210,24,Male,Black,,Warrant,None,2300,EMERSON ST,EVANSTON,"(42.05197366619142, -87.70573586402823)"
49443,18009848,Wed,10/31/2018 12:00:00 AM,1910,43,Female,Black,,On View,Other,1300,ASHLAND AV,EVANSTON,"(42.042011055785316, -87.69362451623077)"
49444,18009852,Thu,11/01/2018 12:00:00 AM,230,30,Female,Black,,Taken into Custody,,700,RIDGE AV,EVANSTON,"(42.031275302713624, -87.6861332885754)"
49445,18009872,Thu,11/01/2018 12:00:00 AM,2045,29,Male,Black,,Taken into Custody,,1600,SHERMAN AV,EVANSTON,"(42.04762534077941, -87.68184688231727)"
49446,18009866,Thu,11/01/2018 12:00:00 AM,1835,22,Male,White,,On View,None,400,CHICAGO AV,EVANSTON,
49447,18009828,Wed,10/31/2018 12:00:00 AM,939,24,Female,White,,Taken into Custody,None,1800,RIDGE AV,EVANSTON,"(42.05134554920172, -87.68813625358497)"
49448,18009610,Fri,11/02/2018 12:00:00 AM,1114,18,Male,Black,Not Hispanic,Taken into Custody,None,5600,OLD ORCHARD,SKOKIE,
49449,18009836,Wed,10/31/2018 12:00:00 AM,1312,51,Male,White,Not Hispanic,,None,1000,AUSTIN ST,EVANSTON,"(42.02561350086017, -87.68611494334799)"
49450,18004847,Wed,10/31/2018 12:00:00 AM,1615,22,Male,White,Not Hispanic,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49451,18009908,Fri,11/02/2018 12:00:00 AM,1919,57,Male,White,,,None,800,DODGE AV,EVANSTON,"(42.032956004902154, -87.69931868955699)"
49452,18009907,Fri,11/02/2018 12:00:00 AM,1532,71,Female,White,,Taken into Custody,None,1600,CHICAGO AV,EVANSTON,"(42.04696509074048, -87.6792851502086)"
49453,18009985,Mon,11/05/2018 12:00:00 AM,1547,28,Male,Black,,Taken into Custody,None,1200,ASBURY AV/WILDER ST,EVANSTON,"(42.0402787957757, -87.69025116460027)"
49454,18009970,Mon,11/05/2018 12:00:00 AM,901,29,Male,Black,Not Hispanic,Taken into Custody,None,2900,PARK PL,EVANSTON,"(42.066779272571246, -87.7162791617774)"
49455,18009994,Tue,11/06/2018 12:00:00 AM,59,24,Male,Black,,Warrant,None,1900,EMERSON ST,EVANSTON,"(42.05206625821078, -87.69968543110309)"
49456,18009997,Thu,10/25/2018 12:00:00 AM,1125,36,Male,White,,On View,None,1000,RIDGE AV,EVANSTON,"(42.03674324332717, -87.68737879098597)"
49457,18009340,Mon,11/05/2018 12:00:00 AM,845,40,Female,White,,Taken into Custody,None,1800,LYONS ST,EVANSTON,"(42.05021299581728, -87.698173342048)"
49458,18009361,Mon,11/05/2018 12:00:00 AM,845,40,Female,White,,Taken into Custody,None,1800,LYONS ST,EVANSTON,"(42.05021299581728, -87.698173342048)"
49459,18009727,Tue,11/06/2018 12:00:00 AM,1319,23,Female,Black,,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49460,18009460,Fri,10/19/2018 12:00:00 AM,1620,57,Male,White,,Warrant,None,1700,DARROW AV,EVANSTON,"(42.04931575456186, -87.69741852521892)"
49461,18009852,Thu,11/01/2018 12:00:00 AM,215,30,Female,White,,Taken into Custody,Handgun,700,RIDGE AV,EVANSTON,"(42.031275302713624, -87.6861332885754)"
49462,18009990,Mon,11/05/2018 12:00:00 AM,1805,21,Female,Black,,Warrant,None,7600,N SHERIDAN,CHICAGO,
49463,18009975,Mon,11/05/2018 12:00:00 AM,1257,17,Male,White,,On View,None,1600,DODGE AV,EVANSTON,"(42.04771286124296, -87.69900335431777)"
49464,18010005,Tue,11/06/2018 12:00:00 AM,1031,30,Male,Black,Not Hispanic,Taken into Custody,None,3000,SIMPSON ST,EVANSTON,"(42.055351782271316, -87.71899142229324)"
49465,18010021,Tue,11/06/2018 12:00:00 AM,2359,18,Male,White,,On View,None,1200,ELMWOOD AV,EVANSTON,"(42.04030852214467, -87.68361719144156)"
49466,18010023,Wed,11/07/2018 12:00:00 AM,59,26,Male,White,,Taken into Custody,None,700,CASE ST,EVANSTON,"(42.0221322130156, -87.68160597492115)"
49467,18005110,Wed,11/07/2018 12:00:00 AM,1938,25,Male,Black,,Taken into Custody,None,2400,DEMPSTER ST,EVANSTON,"(42.040975164103514, -87.70767754633303)"
49468,18009226,Wed,11/07/2018 12:00:00 AM,805,55,Male,White,,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49469,18010029,Wed,11/07/2018 12:00:00 AM,801,19,Male,White,,Warrant,None,1900,MCDANIEL AV,EVANSTON,"(42.05319698057854, -87.70974340434805)"
49470,18008948,Thu,11/08/2018 12:00:00 AM,1145,35,Male,Black,,Warrant,None,1700,ORRINGTON AV,EVANSTON,"(42.04911412362465, -87.68035607867104)"
49471,18010060,Thu,11/08/2018 12:00:00 AM,1145,35,Male,Black,,On View,Knife/Cutting Instrument,1700,ORRINGTON AV,EVANSTON,"(42.04911412362465, -87.68035607867104)"
49472,18010082,Fri,11/09/2018 12:00:00 AM,329,22,Male,Black,,Taken into Custody,None,900,FOWLER AV/BRADLEY PL,EVANSTON,"(42.034625401397676, -87.70707186245605)"
49473,18010082,Fri,11/09/2018 12:00:00 AM,340,22,Female,Black,,Taken into Custody,None,900,FOWLER AV/BRADLEY PL,EVANSTON,"(42.034625401397676, -87.70707186245605)"
49474,18010082,Fri,11/09/2018 12:00:00 AM,336,29,Male,Black,,Taken into Custody,None,900,FOWLER AV/BRADLEY PL,EVANSTON,"(42.034625401397676, -87.70707186245605)"
49475,18010086,Fri,11/09/2018 12:00:00 AM,347,41,Female,Black,Not Hispanic,Warrant,None,1900,HARTREY AV,EVANSTON,"(42.05287132689126, -87.70355839791328)"
49476,18010049,Thu,11/08/2018 12:00:00 AM,621,26,Male,White,,On View,None,1200,RIDGE AV,EVANSTON,"(42.040360670285175, -87.68817431997114)"
49477,18010049,Thu,11/08/2018 12:00:00 AM,630,30,Male,White,,On View,None,1200,RIDGE AV,EVANSTON,"(42.040360670285175, -87.68817431997114)"
49478,18010068,Thu,11/08/2018 12:00:00 AM,1904,31,Male,White,,On View,None,700,ASBURY AV,EVANSTON,"(42.031301142475705, -87.6899989163036)"
49479,18007908,Fri,11/09/2018 12:00:00 AM,1858,24,Male,Black,Not Hispanic,Taken into Custody,None,2200,DEMPSTER ST,EVANSTON,"(42.04102772973126, -87.7045825304539)"
49480,18007908,Fri,11/09/2018 12:00:00 AM,1942,23,Female,Black,,Taken into Custody,None,2200,DEMPSTER ST,EVANSTON,"(42.04102772973126, -87.7045825304539)"
49481,18010049,Thu,11/08/2018 12:00:00 AM,2048,30,Male,White,,,None,,RIDGE AV/DEMPSTER ST,EVANSTON,
49484,18010130,Sat,11/10/2018 12:00:00 AM,537,32,Male,Unknown,,On View,,1200,ELMWOOD AV,EVANSTON,"(42.04030852214467, -87.68361719144156)"
49485,18010162,Sun,11/11/2018 12:00:00 AM,1600,34,Male,White,,Taken into Custody,None,700,DAVIS ST/ORRINGTON AV,EVANSTON,"(42.04674775175902, -87.68167845979298)"
49486,18010151,Sat,11/10/2018 12:00:00 AM,2340,45,Female,Black,,,None,,GOLF / SALEM,SKOKIE,
49493,18010169,Sun,11/11/2018 12:00:00 AM,2154,41,Male,White,,On View,,1400,CHICAGO AV,EVANSTON,"(42.043834145158726, -87.6805179156112)"
49494,18010231,Tue,11/13/2018 12:00:00 AM,1821,23,Male,Black,,Taken into Custody,None,200,CUSTER AV,EVANSTON,"(42.022098882111344, -87.68042634144619)"
49501,18010304,Fri,11/16/2018 12:00:00 AM,148,24,Male,Black,,On View,None,500,SHERIDAN RD,EVANSTON,"(42.02751784999248, -87.67063843293887)"
49502,18010384,Sun,11/18/2018 12:00:00 AM,1659,30,Male,Black,,Taken into Custody,None,600,SOUTH BL/CHICAGO AV,EVANSTON,"(42.02774742315706, -87.67925967352058)"
49504,18010321,Fri,11/16/2018 12:00:00 AM,1530,42,Female,White,,Taken into Custody,None,2700,GREEN BAY RD,EVANSTON,"(42.067844181835355, -87.70173836113409)"
49505,18010331,Fri,11/16/2018 12:00:00 AM,2130,28,Male,Black,,On View,None,1400,W. HOWARD,CHICAGO,"(42.019473609180395, -87.69283702200437)"
49506,18010335,Sat,11/17/2018 12:00:00 AM,100,25,Male,White,,Taken into Custody,None,,SALEM LANE/SALEM CIRCLE,SKOKIE,
49507,18010392,Mon,11/19/2018 12:00:00 AM,206,17,Male,Black,Not Hispanic,Taken into Custody,None,2400,MAIN ST,EVANSTON,"(42.033695899617555, -87.70787166189695)"
49509,18010393,Mon,11/19/2018 12:00:00 AM,328,55,Male,White,,On View,Unknown,1400,CHICAGO AV,EVANSTON,"(42.043834145158726, -87.6805179156112)"
49510,18010372,Sun,11/18/2018 12:00:00 AM,220,28,Male,Black,Not Hispanic,Taken into Custody,None,2400,OAKTON ST,EVANSTON,"(42.0263915272642, -87.70807977804002)"
49511,18010320,Fri,11/16/2018 12:00:00 AM,1619,39,Male,White,,Taken into Custody,None,2400,RIDGE AV/LINCOLN ST,EVANSTON,"(42.06203266341604, -87.68439059672694)"
49512,18010426,Tue,11/20/2018 12:00:00 AM,810,39,Male,Black,,On View,Personal (Hands/Fist/Feet),600,SHERMAN AV,EVANSTON,"(42.029535347043364, -87.68225613439499)"
