Day of the Week,Field Contact Date,Street Number,Street Name,City
Sat,08/19/2017 04:12:00 AM,1000,GROVE ST,EVANSTON
Sat,08/19/2017 03:07:00 AM,2200,FARGO AV/RIDGE BL,CHICAGO
Sat,08/19/2017 01:09:00 AM,2200,DEMPSTER ST/HARTREY AV,EVANSTON
Fri,08/18/2017 04:22:00 PM,1300,HOWARD ST,EVANSTON
Thu,08/17/2017 11:48:00 PM,3000,GOLF RD/CENTRAL PARK AV,EVANSTON
Wed,08/16/2017 11:23:00 PM,700,HOWARD ST,EVANSTON
Mon,08/14/2017 10:00:00 PM,7500,HOYNE AV,CHICAGO
Mon,08/14/2017 10:00:00 PM,7500,HOYNE AV,CHICAGO
Mon,08/14/2017 08:19:00 PM,400,HOWARD ST,EVANSTON
Sun,08/13/2017 07:31:00 PM,1500,HOWARD ST,EVANSTON
Sun,08/13/2017 05:21:00 PM,1600,FOSTER ST,EVANSTON
Sun,08/13/2017 04:56:00 PM,3600,DEMPSTER ST/EAST PRAIRIE RD,SKOKIE
Fri,08/11/2017 10:59:00 PM,2300,JACKSON AV,EVANSTON
Thu,08/10/2017 11:09:00 PM,2100,TOUHY AV/RIDGE BL,CHICAGO
Thu,08/10/2017 11:09:00 PM,2100,TOUHY AV/RIDGE BL,CHICAGO
Thu,08/10/2017 11:09:00 PM,2100,TOUHY AV/RIDGE BL,CHICAGO
Thu,08/10/2017 06:28:00 AM,100,RIDGE AV,EVANSTON
Thu,08/10/2017 03:44:00 AM,1900,DEMPSTER ST,EVANSTON
Wed,08/09/2017 09:34:00 AM,500,CHURCH ST,EVANSTON
Tue,08/08/2017 09:26:00 PM,1600,DODGE AV,EVANSTON
Tue,08/08/2017 08:39:00 PM,1700,ORRINGTON AV,EVANSTON
Tue,08/08/2017 07:25:00 PM,1600,DODGE AV,EVANSTON
Tue,08/08/2017 07:23:00 PM,1600,DODGE AV,EVANSTON
Tue,08/08/2017 07:23:00 PM,1600,DODGE AV,EVANSTON
Tue,08/08/2017 03:48:00 AM,1400,FOSTER ST/WESLEY AV,EVANSTON
Mon,08/07/2017 05:50:00 PM,1400,WESLEY AV,EVANSTON
Sun,08/06/2017 08:22:00 PM,1500,CRAIN ST,EVANSTON
Fri,08/04/2017 12:20:00 AM,900,BROWN AV/MAIN ST,EVANSTON
Thu,08/03/2017 11:36:00 PM,1000,EMERSON ST,EVANSTON
Thu,08/03/2017 11:31:00 PM,1000,EMERSON ST,EVANSTON
Thu,08/03/2017 10:50:00 PM,1000,EMERSON ST,EVANSTON
Thu,08/03/2017 10:48:00 PM,1500,PITNER AV,EVANSTON
Thu,08/03/2017 08:13:00 PM,1800,DODGE AV/LYONS ST,EVANSTON
Wed,08/02/2017 05:00:00 PM,400,ASBURY AV,EVANSTON
Tue,08/01/2017 10:48:00 PM,1800,CLEVELAND ST,EVANSTON
Tue,08/01/2017 10:40:00 PM,1800,CLEVELAND ST,EVANSTON
Tue,08/01/2017 10:05:00 PM,1800,CLEVELAND ST,EVANSTON
Tue,08/01/2017 07:39:00 PM,1800,CRAIN ST,EVANSTON
Mon,07/31/2017 01:33:00 AM,1600,SHERMAN AV,EVANSTON
Sun,07/30/2017 09:51:00 AM,1700,DEMPSTER ST,EVANSTON
Sat,07/29/2017 09:51:00 PM,1500,CHURCH ST/ASHLAND AV,EVANSTON
Sat,07/29/2017 12:53:00 AM,6400,WESTERN AV,CHICAGO
Sat,07/29/2017 12:48:00 AM,6400,WESTERN AV,CHICAGO
Fri,07/28/2017 02:42:00 PM,100,ASBURY AV,EVANSTON
Fri,07/28/2017 12:01:00 PM,1500,CHICAGO AV,EVANSTON
Fri,07/28/2017 01:07:00 AM,300,DODGE AV,EVANSTON
Wed,07/26/2017 01:41:00 AM,1500,DOBSON ST,EVANSTON
Tue,07/25/2017 09:08:00 PM,1000,ISABELLA ST,EVANSTON
Tue,07/25/2017 09:05:00 PM,1000,ISABELLA ST,EVANSTON
Tue,07/25/2017 09:05:00 PM,1000,ISABELLA ST,EVANSTON
Tue,07/25/2017 09:05:00 PM,1000,ISABELLA ST,EVANSTON
Tue,07/25/2017 07:38:00 PM,1200,HOWARD ST,EVANSTON
Tue,07/25/2017 07:38:00 PM,1200,HOWARD ST,EVANSTON
Tue,07/25/2017 07:38:00 PM,1200,HOWARD ST,EVANSTON
Tue,07/25/2017 07:38:00 PM,1200,HOWARD ST,EVANSTON
Tue,07/25/2017 12:40:00 AM,1800,LELAND AV,EVANSTON
Tue,07/25/2017 12:19:00 AM,1900,MULFORD ST/DODGE AV,EVANSTON
Sun,07/23/2017 09:29:00 PM,1200,LEE ST,EVANSTON
Sun,07/23/2017 08:03:00 PM,2700,GIRARD AV,EVANSTON
Sun,07/23/2017 08:03:00 PM,2700,GIRARD AV,EVANSTON
Sun,07/23/2017 08:03:00 PM,2700,GIRARD AV,EVANSTON
Sun,07/23/2017 08:03:00 PM,2700,GIRARD AV,EVANSTON
Sun,07/23/2017 06:53:00 PM,2000,CHURCH ST/HOVLAND CT,EVANSTON
Sun,07/23/2017 06:53:00 PM,2000,CHURCH ST/HOVLAND CT,EVANSTON
Sat,07/22/2017 06:05:00 PM,2000,CHURCH ST,EVANSTON
Sat,07/22/2017 02:07:00 PM,600,CHICAGO AV,EVANSTON
Thu,07/20/2017 10:57:00 PM,1100,HOWARD ST,EVANSTON
Thu,07/20/2017 10:11:00 PM,1100,HOWARD ST,EVANSTON
Thu,07/20/2017 06:49:00 PM,1400,CHURCH ST,EVANSTON
Thu,07/20/2017 03:30:00 PM,500,CHICAGO AV,EVANSTON
Thu,07/20/2017 01:40:00 AM,1200,CHURCH ST,EVANSTON
Thu,07/20/2017 12:17:00 AM,2400,LAKE ST,EVANSTON
Wed,07/19/2017 01:41:00 AM,1400,FOWLER AV,EVANSTON
Wed,07/19/2017 01:32:00 AM,1400,FOWLER AV,EVANSTON
Wed,07/19/2017 01:30:00 AM,1400,SHERIDAN RD,EVANSTON
Wed,07/19/2017 12:17:00 AM,1400,FOWLER AV,EVANSTON
Tue,07/18/2017 03:33:00 AM,7200,ROGERS AV/RIDGE BL,CHICAGO
Mon,07/17/2017 08:13:00 PM,2300,EMERSON ST,EVANSTON
Mon,07/17/2017 12:56:00 AM,1200,RIDGE AV,EVANSTON
Sun,07/16/2017 08:40:00 AM,1300,BRUMMEL ST,EVANSTON
Sat,07/15/2017 10:33:00 PM,900,FOWLER AV,EVANSTON
Sat,07/15/2017 09:29:00 AM,100,RIDGE AV,EVANSTON
Sat,07/15/2017 09:05:00 AM,100,RIDGE AV,EVANSTON
Sat,07/15/2017 12:01:00 AM,800,CHICAGO AV,EVANSTON
Fri,07/14/2017 09:52:00 PM,1700,GREENLEAF ST,EVANSTON
Fri,07/14/2017 07:10:00 PM,700,CLARK ST,EVANSTON
Fri,07/14/2017 06:26:00 PM,700,CLARK ST,EVANSTON
Thu,07/13/2017 11:09:00 PM,1300,ASBURY AV,EVANSTON
Thu,07/13/2017 10:03:00 PM,1900,JACKSON AV,EVANSTON
Thu,07/13/2017 09:43:00 PM,1300,ASBURY AV,EVANSTON
Thu,07/13/2017 07:37:00 PM,1400,HOWARD ST,EVANSTON
Thu,07/13/2017 01:55:00 AM,1200,FOREST AV/HAMILTON ST,EVANSTON
Wed,07/12/2017 09:23:00 PM,800,AUSTIN ST,EVANSTON
Wed,07/12/2017 09:02:00 PM,2500,HOWARD ST,EVANSTON
Mon,07/10/2017 07:46:00 PM,400,RIDGE AV,EVANSTON
Sun,07/09/2017 05:28:00 PM,1800,LELAND AV,EVANSTON
Sun,07/09/2017 04:28:00 PM,700,OAKTON ST,EVANSTON
Sun,07/09/2017 12:30:00 PM,200,BARTON AV/BRUMMEL ST,EVANSTON
Sun,07/09/2017 12:30:00 PM,200,BARTON AV/BRUMMEL ST,EVANSTON
Sun,07/09/2017 12:54:00 AM,600,CHICAGO AV,EVANSTON
Sat,07/08/2017 06:00:00 PM,1400,EMERSON ST,EVANSTON
Sat,07/08/2017 06:00:00 PM,1400,EMERSON ST,EVANSTON
Sat,07/08/2017 08:50:00 AM,1300,HOWARD ST,EVANSTON
Sat,07/08/2017 12:56:00 AM,1900,ASBURY AV,EVANSTON
Fri,07/07/2017 07:45:00 PM,1600,FOWLER AV,EVANSTON
Thu,07/06/2017 11:58:00 PM,2000,EMERSON ST,EVANSTON
Thu,07/06/2017 09:47:00 PM,1600,DODGE AV,EVANSTON
Thu,07/06/2017 09:46:00 PM,1600,DODGE AV,EVANSTON
Thu,07/06/2017 07:29:00 PM,2400,FARGO AV,CHICAGO
Thu,07/06/2017 07:29:00 PM,2400,FARGO AV,CHICAGO
Thu,07/06/2017 06:31:00 PM,1000,HARVARD TER,EVANSTON
Wed,07/05/2017 09:53:00 PM,600,MAIN ST,EVANSTON
Tue,07/04/2017 05:57:00 PM,2300,RIDGE AV,EVANSTON
Mon,07/03/2017 05:17:00 PM,700,CUSTER AV,EVANSTON
Mon,07/03/2017 05:04:00 PM,700,CUSTER AV,EVANSTON
Mon,07/03/2017 05:03:00 PM,7200,HAMILTON,CHICAGO
Mon,07/03/2017 05:03:00 PM,7200,HAMILTON,CHICAGO
Sun,07/02/2017 01:49:00 PM,2400,CENTRAL ST,EVANSTON
Sun,07/02/2017 01:26:00 PM,2400,CENTRAL ST,EVANSTON
Sun,07/02/2017 05:48:00 AM,1400,OAKTON ST,EVANSTON
Sun,07/02/2017 05:35:00 AM,1400,OAKTON ST,EVANSTON
Sun,07/02/2017 12:42:00 AM,1900,CENTRAL ST,EVANSTON
Sun,07/02/2017 12:15:00 AM,1900,CENTRAL ST,EVANSTON
Sat,07/01/2017 11:10:00 PM,1000,DARROW AV,EVANSTON
Sat,07/01/2017 11:10:00 PM,1000,DARROW AV,EVANSTON
Fri,06/30/2017 07:39:00 PM,2000,DARROW AV,EVANSTON
Fri,06/30/2017 04:32:00 PM,1900,FOSTER ST,EVANSTON
Fri,06/30/2017 12:21:00 PM,2300,EMERSON ST,EVANSTON
Fri,06/30/2017 12:02:00 AM,1800,LAKE ST,EVANSTON
Thu,06/29/2017 05:26:00 PM,1900,LAKE ST/DODGE AV,EVANSTON
Thu,06/29/2017 11:05:00 AM,900,HINMAN AV,EVANSTON
Thu,06/29/2017 07:42:00 AM,1000,ASHLAND AV,EVANSTON
Thu,06/29/2017 07:42:00 AM,1000,ASHLAND AV,EVANSTON
Thu,06/29/2017 02:50:00 AM,100,ASBURY AV,EVANSTON
Wed,06/28/2017 06:25:00 PM,2100,WESLEY AV,EVANSTON
Wed,06/28/2017 04:00:00 PM,1100,CHICAGO AV,EVANSTON
Wed,06/28/2017 03:19:00 PM,2100,WESLEY AV,EVANSTON
Tue,06/27/2017 06:20:00 PM,1300,FOSTER ST,EVANSTON
Tue,06/27/2017 01:55:00 AM,2100,BRIDGE ST/MC CORMICK BL,EVANSTON
Tue,06/27/2017 01:26:00 AM,2000,WESLEY AV,EVANSTON
Tue,06/27/2017 01:26:00 AM,2000,WESLEY AV,EVANSTON
Tue,06/27/2017 12:24:00 AM,1300,FOSTER ST,EVANSTON
Tue,06/27/2017 12:18:00 AM,1300,FOSTER ST,EVANSTON
Mon,06/26/2017 11:52:00 PM,2100,BRIDGE ST/MC CORMICK BL,EVANSTON
Mon,06/26/2017 05:44:00 PM,2100,CHURCH ST,EVANSTON
Sun,06/25/2017 04:54:00 PM,2100,FORESTVIEW RD,EVANSTON
Sun,06/25/2017 03:50:00 PM,2000,DODGE AV,EVANSTON
Sun,06/25/2017 12:21:00 AM,600,HOWARD ST,EVANSTON
Sat,06/24/2017 08:49:00 PM,600,HOWARD ST,EVANSTON
Sat,06/24/2017 08:49:00 PM,600,HOWARD ST,EVANSTON
Fri,06/23/2017 11:54:00 PM,7500,HOYNE AV/BIRCHWOOD AV,CHICAGO
Thu,06/22/2017 06:42:00 PM,1600,SHERMAN AV,EVANSTON
Wed,06/21/2017 05:48:00 PM,1900,JACKSON AV,EVANSTON
Wed,06/21/2017 05:20:00 PM,700,HOWARD ST,EVANSTON
Tue,06/20/2017 10:40:00 PM,1900,DODGE AV,EVANSTON
Tue,06/20/2017 10:40:00 PM,1900,DODGE AV,EVANSTON
Tue,06/20/2017 02:09:00 PM,2300,NATHANIEL PL,EVANSTON
Mon,06/19/2017 09:01:00 AM,800,GREENLEAF ST,EVANSTON
Mon,06/19/2017 09:01:00 AM,800,GREENLEAF ST,EVANSTON
Mon,06/19/2017 07:16:00 AM,800,GREENLEAF ST,EVANSTON
Mon,06/19/2017 07:16:00 AM,800,GREENLEAF ST,EVANSTON
Sun,06/18/2017 09:45:00 PM,1700,ASHLAND AV,EVANSTON
Sun,06/18/2017 09:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,06/18/2017 07:49:00 PM,1400,CHICAGO AV,EVANSTON
Sun,06/18/2017 05:51:00 PM,1700,DODGE AV,EVANSTON
Sun,06/18/2017 05:51:00 PM,1700,ASHLAND AV,EVANSTON
Sun,06/18/2017 06:19:00 AM,300,DEMPSTER ST,EVANSTON
Sat,06/17/2017 06:33:00 PM,1900,DARROW AV,EVANSTON
Sat,06/17/2017 06:33:00 PM,1900,DARROW AV,EVANSTON
Fri,06/16/2017 11:30:00 PM,400,HAMILTON ST,EVANSTON
Fri,06/16/2017 05:57:00 PM,2600,ELGIN RD,EVANSTON
Fri,06/16/2017 02:01:00 AM,7400,RIDGE,CHICAGO
Fri,06/16/2017 01:51:00 AM,7400,RIDGE,
Fri,06/16/2017 12:03:00 AM,7400,RIDGE,CHICAGO
Wed,06/14/2017 12:52:00 PM,1600,EMERSON ST,EVANSTON
Wed,06/14/2017 12:40:00 PM,1600,EMERSON ST,EVANSTON
Wed,06/14/2017 11:32:00 AM,700,CASE ST,EVANSTON
Wed,06/14/2017 11:10:00 AM,600,HOWARD ST,EVANSTON
Wed,06/14/2017 01:40:00 AM,900,FLORENCE AV,EVANSTON
Tue,06/13/2017 07:25:00 PM,2100,EMERSON ST,EVANSTON
Tue,06/13/2017 05:06:00 PM,7600,PAULINA ST,CHICAGO
Tue,06/13/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:34:00 AM,300,DODGE AV,EVANSTON
Mon,06/12/2017 01:34:00 AM,300,DODGE AV,EVANSTON
Sun,06/11/2017 01:12:00 AM,800,CHICAGO AV,EVANSTON
Fri,06/09/2017 05:59:00 PM,1800,DARROW AV,EVANSTON
Fri,06/09/2017 01:00:00 PM,1400,HINMAN AV,EVANSTON
Fri,06/09/2017 12:09:00 PM,1800,HOWARD ST,EVANSTON
Fri,06/09/2017 10:29:00 AM,7600,CLARK ST,CHICAGO
Wed,06/07/2017 01:53:00 PM,1400,CHICAGO AV,EVANSTON
Wed,06/07/2017 02:57:00 AM,600,SHERIDAN SQ,EVANSTON
Wed,06/07/2017 01:34:00 AM,600,SHERIDAN SQ,EVANSTON
Wed,06/07/2017 01:34:00 AM,600,SHERIDAN SQ,EVANSTON
Mon,06/05/2017 08:23:00 PM,2200,EMERSON ST/HARTREY AV,EVANSTON
Mon,06/05/2017 06:17:00 PM,1900,RIDGE AV,EVANSTON
Mon,06/05/2017 05:41:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 05:13:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 05:13:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 07:55:00 AM,900,HINMAN AV,EVANSTON
Sat,06/03/2017 04:53:00 PM,2000,DODGE AV,EVANSTON
Fri,06/02/2017 05:38:00 PM,300,MAIN ST,EVANSTON
Thu,06/01/2017 07:22:00 PM,400,RIDGE AV,EVANSTON
Sun,05/28/2017 07:36:00 PM,2100,DARROW AV,EVANSTON
Sat,05/27/2017 02:34:00 AM,1700,MC DANIEL AV,EVANSTON
Sat,05/27/2017 01:35:00 AM,600,SHERIDAN SQ,EVANSTON
Sat,05/27/2017 01:35:00 AM,600,SHERIDAN SQ,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 01:59:00 PM,1600,PITNER AV,EVANSTON
Thu,05/25/2017 02:36:00 AM,2000,GREENWOOD ST,EVANSTON
Thu,05/25/2017 02:36:00 AM,2000,GREENWOOD ST,EVANSTON
Thu,05/25/2017 12:13:00 AM,1800,LELAND AV,EVANSTON
Wed,05/24/2017 11:55:00 PM,1800,LELAND AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Mon,05/22/2017 06:52:00 PM,1200,MC DANIEL AV,EVANSTON
Mon,05/22/2017 02:06:00 AM,0,RIDGE AV/HOWARD ST,EVANSTON
Sun,05/21/2017 05:34:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/21/2017 01:09:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sun,05/21/2017 12:59:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sun,05/21/2017 12:52:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sat,05/20/2017 07:08:00 PM,2600,GRANT ST,EVANSTON
Fri,05/19/2017 10:39:00 PM,500,CHICAGO AV,EVANSTON
Fri,05/19/2017 07:36:00 PM,500,CHICAGO AV,EVANSTON
Fri,05/19/2017 01:30:00 PM,100,ASBURY AV,EVANSTON
Fri,05/19/2017 01:07:00 PM,100,ASBURY AV,EVANSTON
Fri,05/19/2017 12:34:00 AM,700,HOWARD ST,EVANSTON
Thu,05/18/2017 07:43:00 PM,600,HOWARD ST,EVANSTON
Thu,05/18/2017 07:30:00 PM,600,HOWARD ST,EVANSTON
Thu,05/18/2017 03:16:00 PM,1800,HARTREY AV,EVANSTON
Thu,05/18/2017 12:00:00 AM,600,CHURCH ST,EVANSTON
Wed,05/17/2017 06:11:00 PM,7700,PAULINA ST,CHICAGO
Wed,05/17/2017 06:06:00 PM,7700,PAULINA ST,CHICAGO
Tue,05/16/2017 06:47:00 PM,2200,EMERSON ST,EVANSTON
Tue,05/16/2017 06:47:00 PM,2200,EMERSON ST,EVANSTON
Tue,05/16/2017 06:07:00 PM,2400,DEMPSTER ST,EVANSTON
Mon,05/15/2017 05:47:00 PM,7700,PAULINA ST,CHICAGO
Mon,05/15/2017 04:56:00 PM,1100,CHURCH ST,EVANSTON
Mon,05/15/2017 02:22:00 AM,3300,HOWARD ST/MC CORMICK BL,SKOKIE
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 10:17:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 05:14:00 PM,2300,HARTREY AV,EVANSTON
Sun,05/14/2017 05:08:00 PM,2300,HARTREY AV,EVANSTON
Sat,05/13/2017 08:50:00 PM,1900,FOSTER ST,EVANSTON
Sat,05/13/2017 04:26:00 AM,1900,JACKSON AV,EVANSTON
Fri,05/12/2017 09:30:00 PM,100,CUSTER AV,EVANSTON
Fri,05/12/2017 09:21:00 PM,100,CUSTER AV,EVANSTON
Fri,05/12/2017 03:33:00 PM,1800,EMERSON ST,EVANSTON
Fri,05/12/2017 03:33:00 PM,1800,EMERSON ST,EVANSTON
Fri,05/12/2017 02:02:00 AM,1500,PITNER AV,EVANSTON
Thu,05/11/2017 11:42:00 PM,1500,PITNER AV,EVANSTON
Wed,05/10/2017 11:27:00 PM,600,MULFORD ST,EVANSTON
Wed,05/10/2017 11:27:00 PM,600,MULFORD ST,EVANSTON
Wed,05/10/2017 05:39:00 PM,2000,ASHLAND AV,EVANSTON
Wed,05/10/2017 05:20:00 PM,2000,HOWARD ST/DAMEN AV,CHICAGO
Wed,05/10/2017 02:34:00 AM,2500,HOWARD ST,EVANSTON
Wed,05/10/2017 02:28:00 AM,2500,HOWARD ST,EVANSTON
Wed,05/10/2017 01:46:00 AM,2500,HOWARD ST,EVANSTON
Mon,05/08/2017 06:11:00 PM,1800,LAUREL AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sat,05/06/2017 01:47:00 PM,1000,DODGE AV,EVANSTON
Sat,05/06/2017 01:09:00 PM,100,ASBURY AV,EVANSTON
Sat,05/06/2017 01:09:00 PM,100,ASBURY AV,EVANSTON
Sat,05/06/2017 12:36:00 AM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 07:00:00 PM,2100,GREEN BAY RD,EVANSTON
Fri,05/05/2017 05:44:00 PM,1200,EMERSON ST,EVANSTON
Thu,05/04/2017 10:04:00 PM,400,RIDGE AV,EVANSTON
Thu,05/04/2017 01:25:00 AM,100,ASBURY AV,EVANSTON
Tue,05/02/2017 11:54:00 PM,500,HOWARD ST/CHICAGO AV,EVANSTON
Tue,05/02/2017 11:27:00 PM,500,HOWARD ST/CHICAGO AV,EVANSTON
Tue,05/02/2017 05:43:00 PM,1800,DODGE AV,EVANSTON
Tue,05/02/2017 01:41:00 AM,100,RIDGE AV,EVANSTON
Tue,05/02/2017 01:41:00 AM,100,RIDGE AV,EVANSTON
Mon,05/01/2017 09:43:00 PM,800,HOWARD ST,EVANSTON
Mon,05/01/2017 08:40:00 PM,800,HOWARD ST,EVANSTON
Sun,04/30/2017 05:25:00 PM,1800,EMERSON ST,EVANSTON
Fri,04/28/2017 01:55:00 AM,2000,ASHLAND AV,EVANSTON
Thu,04/27/2017 07:49:00 PM,1700,DEMPSTER ST,EVANSTON
Wed,04/26/2017 09:47:00 PM,1900,DEMPSTER ST,EVANSTON
Wed,04/26/2017 09:36:00 PM,1900,DEMPSTER ST,EVANSTON
Tue,04/25/2017 10:20:00 PM,1400,GREY AV,EVANSTON
